sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read
SAMN03365780,SRR1917603,2009-09-12,2009-09-11,2009-09-12,USA: Pennsylvania,PA27,clinical cases of disease,ILLUMINA,Illumina HiSeq 2000,WGS,2009,09,12,DE,3.0,False
SAMN03365782,SRR1917661,2009-07-20,2009-07-19,2009-07-20,USA: Pennsylvania,PA30,clinical cases of disease,ILLUMINA,Illumina HiSeq 2000,WGS,2009,07,20,DE,3.0,False
SAMEA112667346,ERR10913406,2022-01-24,2022-01-24,2022-01-24,"South Africa, Gauteng",YA00298816,"Human, Other",ILLUMINA,unspecified,WGS,2022,01,24,,,False
SAMN03444580,SRR1927281,2008-09-13,2008-09-12,2008-09-13,USA: Pennsylvania,PA51,clinical cases of disease,ILLUMINA,Illumina HiSeq 2000,WGS,2008,09,13,DE,3.0,False
SAMN03444581,SRR1927283,2008-07-31,2008-07-30,2008-07-31,USA: Pennsylvania,PA52,clinical cases of disease,ILLUMINA,Illumina HiSeq 2000,WGS,2008,07,31,DE,3.0,False
SAMN28553416,SRR19324794,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1627842,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28566426,SRR19332628,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1631548,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28577609,SRR19347582,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1632517,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28662197,SRR19403981,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1635704,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28685961,SRR19421159,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1636460,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28815165,SRR19509776,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1638565,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28815166,SRR19509910,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1638575,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28843101,SRR19524920,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1639491,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28843099,SRR19524959,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1639544,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28843097,SRR19524961,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1639484,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28861522,SRR19540034,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1641017,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28880994,SRR19549391,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1641560,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN13192468,SRR19619730,2017-11-07,2017-11-07,2017-11-07,USA:CA,CFSAN077371,cattle manure,ILLUMINA,NextSeq 500,WGS,2017,11,07,CA,9.0,False
SAMN28968105,SRR19621572,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1643246,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29012312,SRR19638780,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1644793,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29096719,SRR19664335,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1646576,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29180970,SRR19737663,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1647713,other,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29251697,SRR19785321,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1648324,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29268763,SRR19804107,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1650674,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29268770,SRR19804223,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1650685,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29268810,SRR19806106,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1650589,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29268806,SRR19806294,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1650705,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29358434,SRR19854659,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1651242,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29358446,SRR19854666,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1651232,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29378517,SRR19868595,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1652503,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29420782,SRR19902551,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1653415,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29474238,SRR19925004,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1654383,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29493110,SRR19973573,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1655330,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29493114,SRR19973574,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1655644,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29493112,SRR19973575,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1655669,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN03569554,SRR1999966,2013-07,2013-06-30,2013-07-31,USA,2013C-4321,stool,ILLUMINA,Illumina MiSeq,WGS,2013,07,,,,False
SAMN29598079,SRR20046864,2015-10-05,2015-10-04,2015-10-05,USA: GA,PNUSAE106663,Water from irrigation pond,ILLUMINA,Illumina MiSeq,WGS,2015,10,05,GA,4.0,False
SAMN29598093,SRR20046871,2015-10-05,2015-10-04,2015-10-05,USA: GA,PNUSAE106667,Water from irrigation pond,ILLUMINA,Illumina MiSeq,WGS,2015,10,05,GA,4.0,False
SAMN03609974,SRR2015243,2006-11-22,2006-11-22,2006-11-22,Argentina,ARIM-EXHI004,stool,ILLUMINA,Illumina MiSeq,WGS,2006,11,22,,,False
SAMN03609976,SRR2015683,2008-08-10,2008-08-09,2008-08-10,Argentina,ARIM-EXH668-08,ground beef,ILLUMINA,Illumina MiSeq,WGS,2008,08,10,,,False
SAMN03609967,SRR2015802,2007-04-12,2007-04-11,2007-04-12,Argentina,ARIM-EXH368-07,stool,ILLUMINA,Illumina MiSeq,WGS,2007,04,12,,,False
SAMN03609966,SRR2015826,2006-12-01,2006-12-01,2006-12-01,Argentina,ARIM-EXH1133-06,stool,ILLUMINA,Illumina MiSeq,WGS,2006,12,01,,,False
SAMN29768462,SRR20230869,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1662289,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29782880,SRR20273445,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1664665,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29782900,SRR20273460,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1664378,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29803251,SRR20289226,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1665032,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29851218,SRR20326179,2014-02-17,2014-02-17,2014-02-17,USA:AZ,MJ1008-1,bovine manure,ILLUMINA,Illumina MiSeq,WGS,2014,02,17,AZ,9.0,False
SAMN29851216,SRR20326180,2014-02-17,2014-02-17,2014-02-17,USA:AZ,MJ1005-1,bovine manure,ILLUMINA,Illumina MiSeq,WGS,2014,02,17,AZ,9.0,False
SAMN29851246,SRR20326202,2013-10-22,2013-10-21,2013-10-22,USA:AZ,MJ1052-1,bovine manure,ILLUMINA,Illumina MiSeq,WGS,2013,10,22,AZ,9.0,False
SAMN29851268,SRR20326207,2013-10-22,2013-10-21,2013-10-22,USA:AZ,MJ1050-1,bovine manure,ILLUMINA,Illumina MiSeq,WGS,2013,10,22,AZ,9.0,False
SAMN29851535,SRR20331090,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1666511,other,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29851666,SRR20331172,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1666562,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29851670,SRR20331350,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1666564,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN03581169,SRR2035435,2015-04-16,2015-04-15,2015-04-16,USA:OR,CFSAN032838,food,ILLUMINA,Illumina MiSeq,WGS,2015,04,16,OR,10.0,False
SAMN03703264,SRR2038686,2015-04,2015-03-31,2015-04-30,USA,PNUSAE000613,stool,ILLUMINA,Illumina MiSeq,WGS,2015,04,,,,False
SAMN03703265,SRR2038687,2015-04,2015-03-31,2015-04-30,USA,PNUSAE000614,stool,ILLUMINA,Illumina MiSeq,WGS,2015,04,,,,False
SAMN03703268,SRR2038690,2015-04,2015-03-31,2015-04-30,USA,PNUSAE000617,stool,ILLUMINA,Illumina MiSeq,WGS,2015,04,,,,False
SAMN29921988,SRR20509988,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1669654,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29922005,SRR20516771,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1669975,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30000238,SRR20673584,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1671564,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30000246,SRR20673587,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1671544,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30000466,SRR20673592,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1671587,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30000430,SRR20673598,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1671555,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30000461,SRR20673599,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1671589,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30000457,SRR20673601,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1671552,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30000513,SRR20673653,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1671575,animal,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30000502,SRR20673748,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1671539,food,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30000490,SRR20673749,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1671562,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30027736,SRR20696466,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1672371,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30066834,SRR20720997,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1673856,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30066833,SRR20721001,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1673889,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30067702,SRR20721002,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1673865,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30067707,SRR20721012,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1673880,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30106550,SRR20752872,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1674810,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30106540,SRR20752897,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1674836,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN03785359,SRR2080966,2015-05,2015-04-30,2015-05-31,USA,2015C-3875,stool,ILLUMINA,Illumina MiSeq,WGS,2015,05,,,,False
SAMN03785365,SRR2080974,2015-06,2015-05-31,2015-06-30,USA,2015C-3882,stool,ILLUMINA,Illumina MiSeq,WGS,2015,06,,,,False
SAMN30153678,SRR20829147,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1675658,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30168576,SRR20868918,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1676613,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30168646,SRR20868931,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1676633,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30168565,SRR20869072,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1676671,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30173679,SRR20911730,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1677325,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30173669,SRR20911739,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1677431,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30173657,SRR20911978,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1677441,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30173685,SRR20912021,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1677458,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30173695,SRR20912023,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1677317,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30242946,SRR21007689,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1679304,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30242923,SRR21007703,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1679307,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30242949,SRR21007712,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1679306,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30242947,SRR21007713,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1679336,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30242954,SRR21007714,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1679305,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30242953,SRR21007715,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1679318,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30242951,SRR21007718,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1679328,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30266197,SRR21017884,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1680530,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30266194,SRR21017885,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1680390,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30266198,SRR21017887,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1680514,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30266192,SRR21017888,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1679334,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30266202,SRR21017889,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1680414,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30266338,SRR21018076,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1680411,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30377398,SRR21109260,2022-06,2022-05-31,2022-06-30,USA:TN,PNUSAE110866,feces,ILLUMINA,Illumina MiSeq,WGS,2022,06,,TN,4.0,False
SAMN30377399,SRR21109371,2022-06,2022-05-31,2022-06-30,USA:TN,PNUSAE110865,feces,ILLUMINA,Illumina MiSeq,WGS,2022,06,,TN,4.0,False
SAMN30393371,SRR21128848,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1683061,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30393650,SRR21129227,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1684570,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30393345,SRR21129381,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1683035,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480480,SRR21205534,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1688449,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30499802,SRR21205543,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1689090,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480527,SRR21205549,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1687774,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480519,SRR21205614,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1688468,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480539,SRR21205619,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1687699,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30444085,SRR21205629,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1686691,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480540,SRR21205723,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1688452,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30444078,SRR21205759,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1686684,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480532,SRR21205769,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1687721,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480543,SRR21205774,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1688440,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480897,SRR21205777,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1687781,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30444045,SRR21205784,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1686902,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30444043,SRR21205796,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1686677,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30499806,SRR21205800,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1689010,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480514,SRR21206473,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1687748,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30547957,SRR21284033,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1690794,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30547980,SRR21284051,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1690869,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30649584,SRR21404531,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1693377,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30649648,SRR21404536,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1693367,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30649959,SRR21404633,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1693802,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30661263,SRR21413053,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1694964,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30661273,SRR21413064,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1694893,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30661288,SRR21413067,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1694979,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30661284,SRR21413075,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1695005,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30716938,SRR21465851,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1696387,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30716907,SRR21466083,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1696336,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30728092,SRR21488028,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1698389,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30728098,SRR21488040,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1698425,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30758314,SRR21504738,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1699315,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30758329,SRR21504756,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1699316,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30758310,SRR21504763,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1699403,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30758308,SRR21504766,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1699252,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30758328,SRR21504778,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1699256,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30758318,SRR21504779,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1699317,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789414,SRR21520305,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700602,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789427,SRR21520312,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700591,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789425,SRR21520313,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700655,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789458,SRR21520426,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700524,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789462,SRR21520430,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700580,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789463,SRR21520431,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700656,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789440,SRR21520441,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700650,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789466,SRR21520453,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700657,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789469,SRR21520455,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700594,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789468,SRR21520457,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700527,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789491,SRR21520524,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700599,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789495,SRR21520526,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700558,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789484,SRR21520533,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700634,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789493,SRR21520539,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700639,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30797826,SRR21525002,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1702300,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30797824,SRR21525008,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1702353,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
