sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read
SAMN05356722,SRR3742275,2016-06,2016-05-31,2016-06-30,United Kingdom: None,268636,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356728,SRR3742281,2016-06,2016-05-31,2016-06-30,United Kingdom: Midlands and East of England,268685,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN04446960,SRR3743175,2012-06-06,2012-06-05,2012-06-06,USA:AK,AK1216500191-e,beef trim,ILLUMINA,Illumina MiSeq,WGS,2012,06,06,AK,10.0,False
SAMN05367018,SRR3773328,2015-09,2015-08-31,2015-09-30,United Kingdom: South of England,155786,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,09,,,,False
SAMN05367028,SRR3773575,2015-08,2015-07-31,2015-08-31,United Kingdom: None,152338,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05367029,SRR3773576,2015-11,2015-11-01,2015-11-30,United Kingdom: London,191887,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,11,,,,False
SAMN05367030,SRR3773577,2015-08,2015-07-31,2015-08-31,United Kingdom: Midlands and East of England,143971,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05367034,SRR3773740,2015-06,2015-05-31,2015-06-30,United Kingdom: London,126163,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,06,,,,False
SAMN05367035,SRR3773746,2015-11,2015-11-01,2015-11-30,United Kingdom: North of England,187585,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,11,,,,False
SAMN05367037,SRR3773772,2015-10,2015-09-30,2015-10-31,United Kingdom: None,179600,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,10,,,,False
SAMN05367038,SRR3773779,2015-07,2015-06-30,2015-07-31,United Kingdom: North of England,133225,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,07,,,,False
SAMN05367039,SRR3773783,2015-08,2015-07-31,2015-08-31,United Kingdom: None,147878,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05367040,SRR3773784,2015-09,2015-08-31,2015-09-30,United Kingdom: South of England,166266,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,09,,,,False
SAMN05367049,SRR3773940,2015-10,2015-09-30,2015-10-31,United Kingdom: North of England,180787,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,10,,,,False
SAMN05367051,SRR3773969,2015-08,2015-07-31,2015-08-31,United Kingdom: None,147877,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN04578337,SRR3289981,2007-06,2007-05-31,2007-06-30,USA,07-3971,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2007,06,,,,False
SAMN05374568,SRR3831836,2015-07,2015-06-30,2015-07-31,United Kingdom: North of England,140614,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,07,,,,False
SAMN05374570,SRR3831838,2015-07,2015-06-30,2015-07-31,United Kingdom: North of England,133972,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,07,,,,False
SAMN05374574,SRR3831842,2015-07,2015-06-30,2015-07-31,United Kingdom: North of England,135166,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,07,,,,False
SAMN30661276,SRR21413062,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1695017,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30716934,SRR21465848,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1696366,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30716929,SRR21465852,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1696404,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30716912,SRR21465853,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1696369,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30716933,SRR21465942,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1697156,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30716902,SRR21467313,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1696379,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN31492517,SRR22069848,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1736120,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31492524,SRR22069855,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1736846,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31521624,SRR22096621,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1738048,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31521620,SRR22096622,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1739092,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31521625,SRR22096624,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1738085,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31521628,SRR22096627,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1738092,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31521640,SRR22096639,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1739096,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN03462103,SRR3948495,2011-03-03,2011-03-03,2011-03-03,USA:CA,CDPHFDLB-F11M00091-B2,mixed nut,ILLUMINA,Illumina MiSeq,WGS,2011,03,03,CA,9.0,False
SAMN03462104,SRR3948496,2011-03-03,2011-03-03,2011-03-03,USA:CA,CDPHFDLB-F11M00091-B3,mixed nut,ILLUMINA,Illumina MiSeq,WGS,2011,03,03,CA,9.0,False
SAMN03462106,SRR3948498,2011-03-03,2011-03-03,2011-03-03,USA:CA,CDPHFDLB-F11M00091-P2,mixed nut,ILLUMINA,Illumina MiSeq,WGS,2011,03,03,CA,9.0,False
SAMN03462110,SRR3948502,2011-12-01,2011-12-01,2011-12-01,USA:CA,CDPHFDLB-F11M01087-82S-A,soil,ILLUMINA,Illumina MiSeq,WGS,2011,12,01,CA,9.0,False
SAMN04913898,SRR3951519,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4301,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913900,SRR3951522,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4303,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913901,SRR3951523,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4304,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913905,SRR3951528,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4308,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913907,SRR3951530,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4310,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913908,SRR3951531,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4311,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913915,SRR3951540,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4318,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913916,SRR3951541,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4319,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913918,SRR3951544,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4321,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913921,SRR3951547,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4324,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913922,SRR3951548,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4325,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913928,SRR3951554,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4331,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913930,SRR3951557,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4333,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913931,SRR3951558,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4334,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913932,SRR3951560,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4336,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913974,SRR3951566,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4343,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913979,SRR3951571,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4352,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913984,SRR3951576,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4357,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913986,SRR3951578,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4359,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04913998,SRR3951595,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4369,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04914003,SRR3951600,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4374,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04914006,SRR3951603,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4378,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN04914007,SRR3951604,2006-10-26,2006-10-25,2006-10-26,USA:CA,MOD1-EC4379,environment,ILLUMINA,NextSeq 500,WGS,2006,10,26,CA,9.0,False
SAMN05440317,SRR3993747,1999-06-08,1999-06-07,1999-06-08,Argentina,MOD1-EC5234,feces,ILLUMINA,NextSeq 500,WGS,1999,06,08,,,False
SAMN04625556,SRR3360222,2010-10,2010-09-30,2010-10-31,USA,2010EL-2044,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2010,10,,,,False
SAMN04625304,SRR3360270,2008-07,2008-06-30,2008-07-31,USA,K6590,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2008,07,,,,False
SAMN04625302,SRR3360272,2008-09,2008-08-31,2008-09-30,USA,K7140,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2008,09,,,,False
SAMN04633617,SRR3371776,2009-06,2009-05-31,2009-06-30,USA,2009EL-1449,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2009,06,,,,False
SAMN04633886,SRR3371800,2004-10,2004-09-30,2004-10-31,USA,K1792,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2004,10,,,,False
SAMN04633887,SRR3371801,2004-12,2004-12-01,2004-12-31,USA,K1793,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2004,12,,,,False
SAMN04633991,SRR3371807,2005-02,2005-02-01,2005-02-28,USA,K2188,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2005,02,,,,False
SAMN04634096,SRR3371813,2005-09,2005-08-31,2005-09-30,USA,K2845,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2005,09,,,,False
SAMN04634151,SRR3371825,2007-07,2007-06-30,2007-07-31,USA,K5460,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2007,07,,,,False
SAMN04634152,SRR3371826,2007-09,2007-08-31,2007-09-30,USA,K5467,Rectal Swab,ILLUMINA,Illumina HiSeq 2500,WGS,2007,09,,,,False
SAMN04633174,SRR3394635,2016-03,2016-03-01,2016-03-31,USA,PNUSAE002770,stool,ILLUMINA,Illumina MiSeq,WGS,2016,03,,,,False
SAMN04849632,SRR3394712,2016-03,2016-03-01,2016-03-31,USA,PNUSAE002791,stool,ILLUMINA,Illumina MiSeq,WGS,2016,03,,,,False
SAMN04633170,SRR3394762,2016-03,2016-03-01,2016-03-31,USA,PNUSAE002766,stool,ILLUMINA,Illumina MiSeq,WGS,2016,03,,,,False
SAMN04632345,SRR3394792,2016-03,2016-03-01,2016-03-31,USA,PNUSAE002717,stool,ILLUMINA,Illumina MiSeq,WGS,2016,03,,,,False
SAMN04849860,SRR3405581,2016-03,2016-03-01,2016-03-31,USA,PNUSAE002697,stool,ILLUMINA,Illumina MiSeq,WGS,2016,03,,,,False
SAMN04868812,SRR3438445,2016-03,2016-03-01,2016-03-31,USA,PNUSAE002863,stool,ILLUMINA,Illumina MiSeq,WGS,2016,03,,,,False
SAMN04868817,SRR3438448,2016-03,2016-03-01,2016-03-31,USA,PNUSAE002866,stool,ILLUMINA,Illumina MiSeq,WGS,2016,03,,,,False
SAMN04868820,SRR3438451,2016-03,2016-03-01,2016-03-31,USA,PNUSAE002869,stool,ILLUMINA,Illumina MiSeq,WGS,2016,03,,,,False
SAMN04868821,SRR3438452,2016-03,2016-03-01,2016-03-31,USA,PNUSAE002870,stool,ILLUMINA,Illumina MiSeq,WGS,2016,03,,,,False
SAMN04867620,SRR3457663,2016-03,2016-03-01,2016-03-31,USA,PNUSAE002796,stool,ILLUMINA,Illumina MiSeq,WGS,2016,03,,,,False
SAMN04934385,SRR3475689,2016-03,2016-03-01,2016-03-31,USA,PNUSAE002891,stool,ILLUMINA,Illumina MiSeq,WGS,2016,03,,,,False
SAMN05003733,SRR3540706,2016-03,2016-03-01,2016-03-31,USA,PNUSAE003059,stool,ILLUMINA,Illumina MiSeq,WGS,2016,03,,,,False
SAMN05017806,SRR3545383,2016-04,2016-03-31,2016-04-30,USA,PNUSAE002904,stool,ILLUMINA,Illumina MiSeq,WGS,2016,04,,,,False
SAMN03838547,SRR3606704,2014-12-08,2014-12-08,2014-12-08,USA:OR,CFSAN035340,missing,ILLUMINA,Illumina MiSeq,WGS,2014,12,08,OR,10.0,False
SAMN03838541,SRR3606709,2014-12-08,2014-12-08,2014-12-08,USA:OR,CFSAN035334,surface wipe bathroom toilet,ILLUMINA,Illumina MiSeq,WGS,2014,12,08,OR,10.0,False
SAMN03838539,SRR3606711,2014-12-08,2014-12-08,2014-12-08,USA:OR,CFSAN035332,missing,ILLUMINA,Illumina MiSeq,WGS,2014,12,08,OR,10.0,False
SAMN03838580,SRR3606758,2014-12-08,2014-12-08,2014-12-08,USA:OR,CFSAN035373,missing,ILLUMINA,Illumina MiSeq,WGS,2014,12,08,OR,10.0,False
SAMN03838579,SRR3606759,2014-12-08,2014-12-08,2014-12-08,USA:OR,CFSAN035372,missing,ILLUMINA,Illumina MiSeq,WGS,2014,12,08,OR,10.0,False
SAMN03838559,SRR3606767,2014-12-08,2014-12-08,2014-12-08,USA:OR,CFSAN035352,water and dirt mixture,ILLUMINA,Illumina MiSeq,WGS,2014,12,08,OR,10.0,False
SAMN03838575,SRR3606768,2014-12-08,2014-12-08,2014-12-08,USA:OR,CFSAN035368,missing,ILLUMINA,Illumina MiSeq,WGS,2014,12,08,OR,10.0,False
SAMN03838558,SRR3606769,2014-12-08,2014-12-08,2014-12-08,USA:OR,CFSAN035351,missing,ILLUMINA,Illumina MiSeq,WGS,2014,12,08,OR,10.0,False
SAMN03838555,SRR3606788,2014-12-08,2014-12-08,2014-12-08,USA:OR,CFSAN035348,missing,ILLUMINA,Illumina MiSeq,WGS,2014,12,08,OR,10.0,False
SAMN03838570,SRR3606789,2014-12-08,2014-12-08,2014-12-08,USA:OR,CFSAN035363,missing,ILLUMINA,Illumina MiSeq,WGS,2014,12,08,OR,10.0,False
SAMN03838553,SRR3606792,2014-12-08,2014-12-08,2014-12-08,USA:OR,CFSAN035346,missing,ILLUMINA,Illumina MiSeq,WGS,2014,12,08,OR,10.0,False
SAMN03838568,SRR3606794,2014-12-08,2014-12-08,2014-12-08,USA:OR,CFSAN035361,missing,ILLUMINA,Illumina MiSeq,WGS,2014,12,08,OR,10.0,False
SAMN03838567,SRR3606795,2014-12-08,2014-12-08,2014-12-08,USA:OR,CFSAN035360,missing,ILLUMINA,Illumina MiSeq,WGS,2014,12,08,OR,10.0,False
SAMN05733962,SRR4179081,2015-07,2015-06-30,2015-07-31,United Kingdom: Midlands and East of England,142526,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,07,,,,False
SAMN05733958,SRR4179250,2015-08,2015-07-31,2015-08-31,United Kingdom: None,143963,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05733970,SRR4179479,2015-08,2015-07-31,2015-08-31,United Kingdom: Midlands and East of England,143937,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05734005,SRR4180641,2015-08,2015-07-31,2015-08-31,United Kingdom: Midlands and East of England,142678,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05734012,SRR4180811,2015-08,2015-07-31,2015-08-31,United Kingdom: South of England,146057,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05734015,SRR4180824,2015-08,2015-07-31,2015-08-31,United Kingdom: None,146061,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05734044,SRR4180894,2015-08,2015-07-31,2015-08-31,United Kingdom: South of England,147735,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05734039,SRR4180899,2015-08,2015-07-31,2015-08-31,United Kingdom: South of England,147808,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05734037,SRR4180901,2015-08,2015-07-31,2015-08-31,United Kingdom: North of England,147733,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05734266,SRR4181401,2015-08,2015-07-31,2015-08-31,United Kingdom: Midlands and East of England,149480,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05734281,SRR4181527,2015-08,2015-07-31,2015-08-31,United Kingdom: London,149420,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05734373,SRR4181571,2015-09,2015-08-31,2015-09-30,United Kingdom: Midlands and East of England,163211,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,09,,,,False
SAMN05734384,SRR4181590,2015-09,2015-08-31,2015-09-30,United Kingdom: South of England,155800,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,09,,,,False
SAMN05735277,SRR4184696,2015-10,2015-09-30,2015-10-31,United Kingdom: None,184452,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,10,,,,False
SAMN05735347,SRR4184801,2015-11,2015-11-01,2015-11-30,United Kingdom: North of England,183712,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,11,,,,False
SAMN05735415,SRR4184825,2015-11,2015-11-01,2015-11-30,United Kingdom: South of England,185864,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,11,,,,False
SAMN05750693,SRR4192097,2015-12,2015-12-01,2015-12-31,United Kingdom: South of England,195801,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,12,,,,False
SAMN05750701,SRR4192111,2015-12,2015-12-01,2015-12-31,United Kingdom: South of England,195789,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,12,,,,False
SAMN05750785,SRR4195642,2016-01,2016-01-01,2016-01-31,United Kingdom: South of England,204445,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,01,,,,False
SAMN05750845,SRR4195765,2015-11,2015-11-01,2015-11-30,United Kingdom: South of England,191936,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,11,,,,False
SAMN05750850,SRR4195776,2016-01,2016-01-01,2016-01-31,United Kingdom: None,206711,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,01,,,,False
SAMN30716926,SRR21465919,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1697132,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30716911,SRR21465922,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1697146,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN05768320,SRR4256153,2015-01,2015-01-01,2015-01-31,USA,PNUSAE004233,stool,ILLUMINA,Illumina MiSeq,WGS,2015,01,,,,False
SAMN05792390,SRR4289257,2000-07-07,2000-07-06,2000-07-07,Australia,EC3185,clinical sample,ILLUMINA,Illumina MiSeq,WGS,2000,07,07,,,False
SAMN05242645,SRR3707416,2016-05-25,2016-05-24,2016-05-25,USA:VA,VA-WGS-16082,beef trim,ILLUMINA,Illumina MiSeq,WGS,2016,05,25,VA,3.0,False
SAMN05292336,SRR3726687,2016-06,2016-05-31,2016-06-30,USA,PNUSAE003423,stool,ILLUMINA,Illumina MiSeq,WGS,2016,06,,,,False
SAMN05292333,SRR3726691,2016-06,2016-05-31,2016-06-30,USA,PNUSAE003424,stool,ILLUMINA,Illumina MiSeq,WGS,2016,06,,,,False
SAMN05356482,SRR3742204,2016-06,2016-05-31,2016-06-30,United Kingdom: Midlands and East of England,267785,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356484,SRR3742206,2016-06,2016-05-31,2016-06-30,United Kingdom: South of England,267729,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356588,SRR3742240,2016-06,2016-05-31,2016-06-30,United Kingdom: North of England,267780,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356593,SRR3742245,2016-06,2016-05-31,2016-06-30,United Kingdom: None,267786,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356600,SRR3742252,2016-06,2016-05-31,2016-06-30,United Kingdom: None,267797,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356605,SRR3742257,2016-06,2016-05-31,2016-06-30,United Kingdom: South of England,267846,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356724,SRR3742277,2016-06,2016-05-31,2016-06-30,United Kingdom: None,268634,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356725,SRR3742278,2016-06,2016-05-31,2016-06-30,United Kingdom: None,268624,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356727,SRR3742280,2016-06,2016-05-31,2016-06-30,United Kingdom: South of England,268618,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356729,SRR3742282,2016-06,2016-05-31,2016-06-30,United Kingdom: None,268647,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356730,SRR3742283,2016-06,2016-05-31,2016-06-30,United Kingdom: None,268640,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356732,SRR3742285,2016-06,2016-05-31,2016-06-30,United Kingdom: South of England,268681,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356733,SRR3742286,2016-06,2016-05-31,2016-06-30,United Kingdom: North of England,268678,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356734,SRR3742287,2016-06,2016-05-31,2016-06-30,United Kingdom: North of England,268684,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356735,SRR3742288,2016-06,2016-05-31,2016-06-30,United Kingdom: South of England,268676,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356737,SRR3742290,2016-06,2016-05-31,2016-06-30,United Kingdom: None,268633,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05356740,SRR3742292,2016-06,2016-05-31,2016-06-30,United Kingdom: North of England,268679,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN05362623,SRR3745113,2012-09-25,2012-09-24,2012-09-25,USA,2012C-4387,stool,ILLUMINA,Illumina MiSeq,WGS,2012,09,25,,,False
SAMN05367021,SRR3773334,2015-09,2015-08-31,2015-09-30,United Kingdom: None,159896,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,09,,,,False
SAMN05367022,SRR3773391,2015-10,2015-09-30,2015-10-31,United Kingdom: None,184447,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,10,,,,False
SAMN05367023,SRR3773392,2015-11,2015-11-01,2015-11-30,United Kingdom: None,188378,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,11,,,,False
SAMN05367026,SRR3773573,2015-08,2015-07-31,2015-08-31,United Kingdom: North of England,149346,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05367027,SRR3773574,2015-11,2015-11-01,2015-11-30,United Kingdom: Midlands and East of England,189195,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,11,,,,False
SAMN05367031,SRR3773578,2015-09,2015-08-31,2015-09-30,United Kingdom: Midlands and East of England,155787,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,09,,,,False
SAMN05367032,SRR3773579,2015-08,2015-07-31,2015-08-31,United Kingdom: None,147721,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05367033,SRR3773736,2015-07,2015-06-30,2015-07-31,United Kingdom: Midlands and East of England,140611,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,07,,,,False
SAMN05367041,SRR3773795,2015-08,2015-07-31,2015-08-31,United Kingdom: None,147720,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN05367048,SRR3773936,2015-10,2015-09-30,2015-10-31,United Kingdom: London,180534,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,10,,,,False
SAMN05367053,SRR3773976,2015-06,2015-05-31,2015-06-30,United Kingdom: London,126162,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,06,,,,False
SAMN04503376,SRR3180479,2006-05,2006-04-30,2006-05-31,USA,06-3455,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2006,05,,,,False
SAMN04504056,SRR3180483,2006-07,2006-06-30,2006-07-31,USA,06-4036,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2006,07,,,,False
SAMN04504058,SRR3180485,2006-04,2006-03-31,2006-04-30,USA,06-4055,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2006,04,,,,False
SAMN04504818,SRR3180494,2007-08,2007-07-31,2007-08-31,USA,08-3056,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2007,08,,,,False
SAMN04504820,SRR3180496,2007-09,2007-08-31,2007-09-30,USA,08-3082,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2007,09,,,,False
SAMN04504822,SRR3180498,2007-07,2007-06-30,2007-07-31,USA,08-3129,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2007,07,,,,False
SAMN04505651,SRR3180708,2009-09,2009-08-31,2009-09-30,USA,2010C-3178,stool,ILLUMINA,Illumina HiSeq 2500,WGS,2009,09,,,,False
SAMN02352922,SRR3189305,2008-06,2008-05-31,2008-06-30,USA,08-4169,stool,ILLUMINA,Illumina MiSeq,WGS,2008,06,,,,False
