,sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read,clade
3162,SAMN31350208,SRR21951704,2019-09-09,2019-09-08,2019-09-09,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,09,AZ,9.0,False,Clade C1
3163,SAMN31350205,SRR21951707,2019-09-08,2019-09-07,2019-09-08,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,08,AZ,9.0,False,Clade C1
3164,SAMN31350190,SRR21951725,2019-10-09,2019-10-08,2019-10-09,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,09,AZ,9.0,False,Clade C1
3165,SAMN31350185,SRR21951730,2019-09-24,2019-09-23,2019-09-24,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,24,AZ,9.0,False,Clade C1
3166,SAMN31350066,SRR21951734,2019-06-12,2019-06-11,2019-06-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,12,AZ,9.0,False,Clade C1
3167,SAMN31350063,SRR21951738,2019-06-12,2019-06-11,2019-06-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,12,AZ,9.0,False,Clade C1
3168,SAMN31350062,SRR21951739,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3169,SAMN31350061,SRR21951740,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3170,SAMN31350057,SRR21951744,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3171,SAMN31350055,SRR21951746,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3172,SAMN31350054,SRR21951748,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3173,SAMN31350052,SRR21951750,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3174,SAMN31350042,SRR21951761,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade A
3175,SAMN31350029,SRR21951775,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3176,SAMN31350024,SRR21951781,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3177,SAMN31350023,SRR21951782,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3178,SAMN31349817,SRR21951791,2019-06-10,2019-06-09,2019-06-10,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,10,AZ,9.0,False,Clade C1
3179,SAMN31349810,SRR21951805,2019-05-27,2019-05-26,2019-05-27,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,05,27,AZ,9.0,False,Clade C1
3180,SAMN31349895,SRR21951827,2019-09-09,2019-09-08,2019-09-09,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,09,AZ,9.0,False,Clade C1
3181,SAMN31349805,SRR21951828,2019-05-20,2019-05-19,2019-05-20,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,05,20,AZ,9.0,False,Unassigned
3182,SAMN31350354,SRR21951835,2019-09-23,2019-09-22,2019-09-23,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,23,AZ,9.0,False,Clade C1
3183,SAMN31350351,SRR21951838,2019-09-02,2019-09-01,2019-09-02,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,02,AZ,9.0,False,Clade C1
3184,SAMN31350332,SRR21951859,2019-06-24,2019-06-23,2019-06-24,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,24,AZ,9.0,False,Clade C1
3185,SAMN31350241,SRR21951864,2019-09-26,2019-09-25,2019-09-26,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,26,AZ,9.0,False,Clade C1
3186,SAMN31350237,SRR21951868,2019-09-25,2019-09-24,2019-09-25,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,25,AZ,9.0,False,Clade C1
3187,SAMN31350228,SRR21951878,2019-09-18,2019-09-17,2019-09-18,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,18,AZ,9.0,False,Clade C1
3188,SAMN31350218,SRR21951889,2019-09-11,2019-09-10,2019-09-11,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,11,AZ,9.0,False,Clade C1
3189,SAMN31349881,SRR21951909,2019-08-19,2019-08-18,2019-08-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,08,19,AZ,9.0,False,Clade C1
3190,SAMN31349803,SRR21951916,2019-05-20,2019-05-19,2019-05-20,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,05,20,AZ,9.0,False,Clade B0
3191,SAMN31350298,SRR21951925,2019-05-13,2019-05-12,2019-05-13,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,05,13,AZ,9.0,False,Clade C1
3192,SAMN31350292,SRR21951933,2019-04-01,2019-03-31,2019-04-01,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,01,AZ,9.0,False,Clade A
3193,SAMN31350290,SRR21951935,2019-10-08,2019-10-07,2019-10-08,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,08,AZ,9.0,False,Clade C1
3194,SAMN31350283,SRR21951943,2019-10-08,2019-10-07,2019-10-08,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,08,AZ,9.0,False,Clade C1
3195,SAMN31350281,SRR21951945,2019-10-07,2019-10-06,2019-10-07,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,07,AZ,9.0,False,Clade C1
3196,SAMN31350274,SRR21951953,2019-10-05,2019-10-04,2019-10-05,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,05,AZ,9.0,False,Clade C1
3197,SAMN31350181,SRR21951960,2019-09-20,2019-09-19,2019-09-20,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,20,AZ,9.0,False,Clade C1
3198,SAMN31349833,SRR21951967,2019-06-24,2019-06-23,2019-06-24,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,24,AZ,9.0,False,Clade C1
3199,SAMN31350173,SRR21951969,2019-10-09,2019-10-08,2019-10-09,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,09,AZ,9.0,False,Unassigned
3200,SAMN31350170,SRR21951972,2019-09-22,2019-09-21,2019-09-22,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,22,AZ,9.0,False,Clade C1
3201,SAMN31350167,SRR21951975,2019-09-17,2019-09-16,2019-09-17,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,17,AZ,9.0,False,Clade C1
3202,SAMN31350163,SRR21951980,2019-09-16,2019-09-15,2019-09-16,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,16,AZ,9.0,False,Clade C1
3203,SAMN31350121,SRR21951994,2019-10-05,2019-10-04,2019-10-05,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,05,AZ,9.0,False,Clade C1
3204,SAMN31350116,SRR21951999,2019-06-12,2019-06-11,2019-06-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,12,AZ,9.0,False,Clade C1
3205,SAMN31350105,SRR21952011,2019-06-12,2019-06-11,2019-06-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,12,AZ,9.0,False,Clade C1
3206,SAMN31350011,SRR21952020,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3207,SAMN31350006,SRR21952025,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3208,SAMN31349994,SRR21952040,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3209,SAMN31349991,SRR21952043,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3210,SAMN31349859,SRR21952061,2019-07-29,2019-07-28,2019-07-29,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,07,29,AZ,9.0,False,Clade C1
3211,SAMN31349858,SRR21952062,2019-07-29,2019-07-28,2019-07-29,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,07,29,AZ,9.0,False,Clade C1
3212,SAMN31349854,SRR21952067,2019-07-29,2019-07-28,2019-07-29,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,07,29,AZ,9.0,False,Clade A
3213,SAMN13176246,SRR10383450,2017-10-18,2017-10-17,2017-10-18,USA:Cincinnati,unkown,urine,ILLUMINA,NextSeq 500,WGS,2017,10,18,OH,5.0,False,Clade B
3214,SAMN26308792,SRR21826640,2019-10-24,2019-10-23,2019-10-24,USA: District of Columbia,699032,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,24,DE,3.0,False,Clade C1
3215,SAMN26308791,SRR21826689,2019-10-24,2019-10-23,2019-10-24,USA: District of Columbia,698958,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,24,DE,3.0,False,Clade C1
3216,SAMN26304755,SRR21826700,2019-10-22,2019-10-21,2019-10-22,USA: District of Columbia,698852,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,22,DE,3.0,False,Clade B0
3217,SAMN26308789,SRR21826732,2019-10-11,2019-10-10,2019-10-11,USA: District of Columbia,698184,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,11,DE,3.0,False,Clade C1
3218,SAMN26308795,SRR21826760,2019-11-06,2019-11-06,2019-11-06,USA: District of Columbia,704961,urine,ILLUMINA,Illumina MiSeq,WGS,2019,11,06,DE,3.0,False,Clade C1
3219,SAMN26308471,SRR21826763,2019-11-06,2019-11-06,2019-11-06,USA: District of Columbia,704937,urine,ILLUMINA,Illumina MiSeq,WGS,2019,11,06,DE,3.0,False,Clade A
3220,SAMN26308454,SRR21826770,2019-10-31,2019-10-31,2019-10-31,USA: District of Columbia,704881,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,31,DE,3.0,False,Clade C1
3221,SAMN26308790,SRR21826776,2019-10-19,2019-10-18,2019-10-19,USA: District of Columbia,700789,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,19,DE,3.0,False,Clade C1
3222,SAMN26308785,SRR21826780,2019-10-02,2019-10-01,2019-10-02,USA: District of Columbia,697584,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,02,DE,3.0,False,Clade B
3223,SAMN26308784,SRR21826815,2019-10-01,2019-09-30,2019-10-01,USA: District of Columbia,697496,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,01,DE,3.0,False,Clade C1
3224,SAMN26308822,SRR21835486,2020-01-15,2020-01-15,2020-01-15,USA: District of Columbia,747857,urine,ILLUMINA,Illumina MiSeq,WGS,2020,01,15,DE,3.0,False,Clade C1
3225,SAMN26304538,SRR21835495,2020-01-06,2020-01-06,2020-01-06,USA: District of Columbia,747777,urine,ILLUMINA,Illumina MiSeq,WGS,2020,01,06,DE,3.0,False,Clade C1
3226,SAMN26304704,SRR21835508,2019-12-10,2019-12-10,2019-12-10,USA: District of Columbia,735219,urine,ILLUMINA,Illumina MiSeq,WGS,2019,12,10,DE,3.0,False,Clade A
3227,SAMN26308809,SRR21835510,2019-12-10,2019-12-10,2019-12-10,USA: District of Columbia,735197,urine,ILLUMINA,Illumina MiSeq,WGS,2019,12,10,DE,3.0,False,Clade C1
3228,SAMN26304703,SRR21835521,2019-12-09,2019-12-09,2019-12-09,USA: District of Columbia,735091,urine,ILLUMINA,Illumina MiSeq,WGS,2019,12,09,DE,3.0,False,Clade A
3229,SAMN26308798,SRR21835528,2019-11-15,2019-11-15,2019-11-15,USA: District of Columbia,709815,urine,ILLUMINA,Illumina MiSeq,WGS,2019,11,15,DE,3.0,False,Clade C1
3230,SAMN26304411,SRR21835570,2019-12-30,2019-12-30,2019-12-30,USA: District of Columbia,735911,urine,ILLUMINA,Illumina MiSeq,WGS,2019,12,30,DE,3.0,False,Clade C1
3231,SAMN26308474,SRR21835594,2019-11-14,2019-11-14,2019-11-14,USA: District of Columbia,709793,urine,ILLUMINA,Illumina MiSeq,WGS,2019,11,14,DE,3.0,False,Unassigned
3232,SAMN26305070,SRR21835623,2019-11-26,2019-11-26,2019-11-26,USA: District of Columbia,710409,urine,ILLUMINA,Illumina MiSeq,WGS,2019,11,26,DE,3.0,False,Unassigned
3233,SAMN26308800,SRR21835643,2019-11-18,2019-11-18,2019-11-18,USA: District of Columbia,709899,urine,ILLUMINA,Illumina MiSeq,WGS,2019,11,18,DE,3.0,False,Clade C1
3234,SAMN26308476,SRR21839798,2020-01-08,2020-01-08,2020-01-08,USA: District of Columbia,749103,urine,ILLUMINA,Illumina MiSeq,WGS,2020,01,08,DE,3.0,False,Clade A
3235,SAMN26308833,SRR21839813,2020-02-04,2020-02-04,2020-02-04,USA: District of Columbia,757875,wound,ILLUMINA,Illumina MiSeq,WGS,2020,02,04,DE,3.0,False,Clade C1
3236,SAMN26308827,SRR21839906,2020-01-23,2020-01-23,2020-01-23,USA: District of Columbia,750183,urine,ILLUMINA,Illumina MiSeq,WGS,2020,01,23,DE,3.0,False,Clade C1
3237,SAMN26304500,SRR21839918,2020-02-13,2020-02-13,2020-02-13,USA: District of Columbia,758379,urine,ILLUMINA,Illumina MiSeq,WGS,2020,02,13,DE,3.0,False,Clade B
3238,SAMN26308835,SRR21839954,2020-02-14,2020-02-14,2020-02-14,USA: District of Columbia,756321,urine,ILLUMINA,Illumina MiSeq,WGS,2020,02,14,DE,3.0,False,Clade C1
3239,SAMN26304499,SRR21839960,2020-01-06,2020-01-06,2020-01-06,USA: District of Columbia,749049,urine,ILLUMINA,Illumina MiSeq,WGS,2020,01,06,DE,3.0,False,Clade C1
3240,SAMN26304757,SRR21839986,2020-01-22,2020-01-22,2020-01-22,USA: District of Columbia,750045,urine,ILLUMINA,Illumina MiSeq,WGS,2020,01,22,DE,3.0,False,Clade C1
3241,SAMN26308820,SRR21840017,2020-01-13,2020-01-13,2020-01-13,USA: District of Columbia,749371,urine,ILLUMINA,Illumina MiSeq,WGS,2020,01,13,DE,3.0,False,Clade C1
3242,SAMN26304624,SRR21840068,2020-02-25,2020-02-25,2020-02-25,USA: District of Columbia,756451,urine,ILLUMINA,Illumina MiSeq,WGS,2020,02,25,DE,3.0,False,Clade C1
3243,SAMN26308832,SRR21840072,2020-01-29,2020-01-29,2020-01-29,USA: District of Columbia,748029,urine,ILLUMINA,Illumina MiSeq,WGS,2020,01,29,DE,3.0,False,Clade C1
3244,SAMN26308838,SRR21844354,2020-02-20,2020-02-20,2020-02-20,USA: District of Columbia,758715,urine,ILLUMINA,Illumina MiSeq,WGS,2020,02,20,DE,3.0,False,Clade B
3245,SAMN26308839,SRR21844410,2020-03-11,2020-03-11,2020-03-11,USA: District of Columbia,766411,urine,ILLUMINA,Illumina MiSeq,WGS,2020,03,11,DE,3.0,False,Clade C1
3246,SAMN26308761,SRR21844458,2020-03-12,2020-03-12,2020-03-12,USA: District of Columbia,767659,urine,ILLUMINA,Illumina MiSeq,WGS,2020,03,12,DE,3.0,False,Clade C0
3247,SAMN26304873,SRR21844487,2020-02-25,2020-02-25,2020-02-25,USA: District of Columbia,758933,urine,ILLUMINA,Illumina MiSeq,WGS,2020,02,25,DE,3.0,False,Clade A
3248,SAMN26304503,SRR21844529,2020-03-27,2020-03-27,2020-03-27,USA: District of Columbia,768179,urine,ILLUMINA,Illumina MiSeq,WGS,2020,03,27,DE,3.0,False,Clade C1
3249,SAMN26305071,SRR21844546,2020-03-09,2020-03-09,2020-03-09,USA: District of Columbia,767431,urine,ILLUMINA,Illumina MiSeq,WGS,2020,03,09,DE,3.0,False,Clade A
3250,SAMN12731394,SRR10425135,2009-08-15,2009-08-14,2009-08-15,Canada: Ontario,,wound,ILLUMINA,Illumina MiSeq,WGS,2009,08,15,,,False,Clade C1
3251,SAMN12731448,SRR10425172,2011-01-17,2011-01-17,2011-01-17,Canada: Saskatchewan,,blood,ILLUMINA,Illumina MiSeq,WGS,2011,01,17,,,False,Clade B0
3252,SAMN12731427,SRR10425180,2010-02-05,2010-02-05,2010-02-05,Canada: Ontario,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2010,02,05,,,False,Clade C1
3253,SAMN26304338,SRR21844609,2020-03-03,2020-03-03,2020-03-03,USA: District of Columbia,767159,urine,ILLUMINA,Illumina MiSeq,WGS,2020,03,03,DE,3.0,False,Clade C1
3254,SAMN12731477,SRR10426956,2011-03-31,2011-03-30,2011-03-31,Canada: New Brunswick,,blood,ILLUMINA,Illumina MiSeq,WGS,2011,03,31,,,False,Clade C1
3255,SAMN12731480,SRR10426959,2011-08-08,2011-08-07,2011-08-08,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2011,08,08,,,False,Clade C1
3256,SAMN12731489,SRR10426966,2012-01-01,2012-01-01,2012-01-01,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2012,01,01,,,False,Clade C1
3257,SAMN12731486,SRR10426967,2011-09-03,2011-09-02,2011-09-03,Canada: Manitoba,,blood,ILLUMINA,Illumina MiSeq,WGS,2011,09,03,,,False,Clade C1
3258,SAMN26308845,SRR21846547,2020-05-25,2020-05-24,2020-05-25,USA: District of Columbia,780349,urine,ILLUMINA,Illumina MiSeq,WGS,2020,05,25,DE,3.0,False,Clade C1
3259,SAMN26308482,SRR21846562,2020-05-05,2020-05-04,2020-05-05,USA: District of Columbia,780219,urine,ILLUMINA,Illumina MiSeq,WGS,2020,05,05,DE,3.0,False,Clade A
3260,SAMN26308857,SRR21846564,2020-05-01,2020-04-30,2020-05-01,USA: District of Columbia,780197,respiratory,ILLUMINA,Illumina MiSeq,WGS,2020,05,01,DE,3.0,False,Clade C0
3261,SAMN26308854,SRR21846566,2020-04-24,2020-04-23,2020-04-24,USA: District of Columbia,780171,urine,ILLUMINA,Illumina MiSeq,WGS,2020,04,24,DE,3.0,False,Clade C1
3262,SAMN26308851,SRR21846573,2020-04-14,2020-04-13,2020-04-14,USA: District of Columbia,780113,urine,ILLUMINA,Illumina MiSeq,WGS,2020,04,14,DE,3.0,False,Clade C1
3263,SAMN26308487,SRR21846615,2020-06-09,2020-06-08,2020-06-09,USA: District of Columbia,793797,urine,ILLUMINA,Illumina MiSeq,WGS,2020,06,09,DE,3.0,False,Clade A
3264,SAMN26308481,SRR21846616,2020-04-25,2020-04-24,2020-04-25,USA: District of Columbia,772811,urine,ILLUMINA,Illumina MiSeq,WGS,2020,04,25,DE,3.0,False,Clade A
3265,SAMN12731551,SRR10428496,2013-04-03,2013-04-02,2013-04-03,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2013,04,03,,,False,Clade C1
3266,SAMN12731570,SRR10428498,2013-01-23,2013-01-23,2013-01-23,Canada: Ontario,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2013,01,23,,,False,Clade C1
3267,SAMN26308862,SRR21846637,2020-06-04,2020-06-03,2020-06-04,USA: District of Columbia,793595,urine,ILLUMINA,Illumina MiSeq,WGS,2020,06,04,DE,3.0,False,Unassigned
3268,SAMN26308868,SRR21846666,2020-06-25,2020-06-24,2020-06-25,USA: District of Columbia,792929,urine,ILLUMINA,Illumina MiSeq,WGS,2020,06,25,DE,3.0,False,Clade C1
3269,SAMN26304706,SRR21846687,2020-06-15,2020-06-14,2020-06-15,USA: District of Columbia,794015,urine,ILLUMINA,Illumina MiSeq,WGS,2020,06,15,DE,3.0,False,Clade A
3270,SAMN26308883,SRR21846776,2020-05-29,2020-05-28,2020-05-29,USA: District of Columbia,780373,urine,ILLUMINA,Illumina MiSeq,WGS,2020,05,29,DE,3.0,False,Clade C1
3271,SAMN26308866,SRR21846784,2020-06-15,2020-06-14,2020-06-15,USA: District of Columbia,792793,urine,ILLUMINA,Illumina MiSeq,WGS,2020,06,15,DE,3.0,False,Clade B0
3272,SAMN26305030,SRR21846809,2020-04-23,2020-04-22,2020-04-23,USA: District of Columbia,772731,urine,ILLUMINA,Illumina MiSeq,WGS,2020,04,23,DE,3.0,False,Unassigned
3273,SAMN26308463,SRR21846832,2020-04-22,2020-04-21,2020-04-22,USA: District of Columbia,772685,urine,ILLUMINA,Illumina MiSeq,WGS,2020,04,22,DE,3.0,False,Clade A
3274,SAMN26304479,SRR21847723,2020-07-08,2020-07-07,2020-07-08,USA: District of Columbia,805414,urine,ILLUMINA,Illumina MiSeq,WGS,2020,07,08,DE,3.0,False,Clade A
3275,SAMN26308490,SRR21847804,2020-07-13,2020-07-12,2020-07-13,USA: District of Columbia,807542,urine,ILLUMINA,Illumina MiSeq,WGS,2020,07,13,DE,3.0,False,Unassigned
3276,SAMN26308873,SRR21847807,2020-07-10,2020-07-09,2020-07-10,USA: District of Columbia,807518,blood,ILLUMINA,Illumina MiSeq,WGS,2020,07,10,DE,3.0,False,Clade C0
3277,SAMN26308872,SRR21847809,2020-07-10,2020-07-09,2020-07-10,USA: District of Columbia,807496,urine,ILLUMINA,Illumina MiSeq,WGS,2020,07,10,DE,3.0,False,Clade C0
3278,SAMN26304761,SRR21847834,2020-08-24,2020-08-23,2020-08-24,USA: District of Columbia,822706,urine,ILLUMINA,Illumina MiSeq,WGS,2020,08,24,DE,3.0,False,Clade C1
3279,SAMN26304540,SRR21847882,2020-07-30,2020-07-29,2020-07-30,USA: District of Columbia,807778,urine,ILLUMINA,Illumina MiSeq,WGS,2020,07,30,DE,3.0,False,Clade C0
3280,SAMN26308882,SRR21847900,2020-07-30,2020-07-29,2020-07-30,USA: District of Columbia,807076,urine,ILLUMINA,Illumina MiSeq,WGS,2020,07,30,DE,3.0,False,Clade C0
3281,SAMN26308869,SRR21847907,2020-06-26,2020-06-25,2020-06-26,USA: District of Columbia,794531,Perirectal,ILLUMINA,Illumina MiSeq,WGS,2020,06,26,DE,3.0,False,Clade C1
3282,SAMN26304707,SRR21847935,2020-07-13,2020-07-12,2020-07-13,USA: District of Columbia,805738,urine,ILLUMINA,Illumina MiSeq,WGS,2020,07,13,DE,3.0,False,Clade A
3283,SAMN26308492,SRR21847981,2020-08-07,2020-08-06,2020-08-07,USA: District of Columbia,821946,urine,ILLUMINA,Illumina MiSeq,WGS,2020,08,07,DE,3.0,False,Clade A
3284,SAMN26308878,SRR21847997,2020-07-22,2020-07-21,2020-07-22,USA: District of Columbia,806492,urine,ILLUMINA,Illumina MiSeq,WGS,2020,07,22,DE,3.0,False,Clade C1
3285,SAMN26304754,SRR21849161,2020-08-25,2020-08-24,2020-08-25,USA: District of Columbia,824406,urine,ILLUMINA,Illumina MiSeq,WGS,2020,08,25,DE,3.0,False,Clade C1
3286,SAMN26305033,SRR21849170,2020-08-17,2020-08-16,2020-08-17,USA: District of Columbia,824318,urine,ILLUMINA,Illumina MiSeq,WGS,2020,08,17,DE,3.0,False,Clade C0
3287,SAMN26308766,SRR21849185,2020-08-31,2020-08-30,2020-08-31,USA: District of Columbia,823090,blood,ILLUMINA,Illumina MiSeq,WGS,2020,08,31,DE,3.0,False,Clade C1
3288,SAMN12731636,SRR10432013,2014-07-05,2014-07-04,2014-07-05,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2014,07,05,,,False,Clade C1
3289,SAMN12731639,SRR10432014,2014-04-13,2014-04-12,2014-04-13,Canada: Quebec,,blood,ILLUMINA,Illumina MiSeq,WGS,2014,04,13,,,False,Clade C1
3290,SAMN12731638,SRR10432018,2014-08-04,2014-08-03,2014-08-04,Canada: Manitoba,,blood,ILLUMINA,Illumina MiSeq,WGS,2014,08,04,,,False,Clade A
3291,SAMN26308767,SRR21849288,2020-09-04,2020-09-03,2020-09-04,USA: District of Columbia,837766,Fluid,ILLUMINA,Illumina MiSeq,WGS,2020,09,04,DE,3.0,False,Clade C1
3292,SAMN26304908,SRR21849318,2020-08-26,2020-08-25,2020-08-26,USA: District of Columbia,824430,urine,ILLUMINA,Illumina MiSeq,WGS,2020,08,26,DE,3.0,False,Clade B0
3293,SAMN26304906,SRR21849333,2020-09-23,2020-09-22,2020-09-23,USA: District of Columbia,836876,urine,ILLUMINA,Illumina MiSeq,WGS,2020,09,23,DE,3.0,False,Clade C1
3294,SAMN26308888,SRR21849393,2020-09-11,2020-09-10,2020-09-11,USA: District of Columbia,838148,urine,ILLUMINA,Illumina MiSeq,WGS,2020,09,11,DE,3.0,False,Clade C1
3295,SAMN13267966,SRR10438135,2009-09-16,2009-09-15,2009-09-16,Canada: Calgary,A111-E10,CF Sputum,ILLUMINA,Illumina MiSeq,WGS,2009,09,16,,,False,Clade C1
