,sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read,clade
3296,SAMN13267987,SRR10438142,2014-05-24,2014-05-23,2014-05-24,Canada: Calgary,A077-E94,CF Sputum,ILLUMINA,Illumina HiSeq 2500,WGS,2014,05,24,,,False,Clade C1
3297,SAMN13267984,SRR10438146,2014-04-23,2014-04-22,2014-04-23,Canada: Calgary,A013-E93,CF Sputum,ILLUMINA,Illumina HiSeq 2500,WGS,2014,04,23,,,False,Clade C1
3298,SAMN13267961,SRR10438162,2013-04-01,2013-03-31,2013-04-01,Canada: Calgary,A058-E02,CF Sputum,ILLUMINA,Illumina MiSeq,WGS,2013,04,01,,,False,Clade C1
3299,SAMN13267960,SRR10438163,2006-03-29,2006-03-28,2006-03-29,Canada: Calgary,A058-E01,CF Sputum,ILLUMINA,Illumina MiSeq,WGS,2006,03,29,,,False,Clade C1
3300,SAMN31592310,SRR22179272,2019-06-16,2019-06-15,2019-06-16,Saudi Arabia:Riyadh,PNUECU20,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,16,,,False,Clade C1
3301,SAMN31592349,SRR22179276,2020-03-21,2020-03-21,2020-03-21,Saudi Arabia:Riyadh,RECU231,urine,ILLUMINA,Illumina MiSeq,WGS,2020,03,21,,,False,Clade A
3302,SAMN31592339,SRR22179287,2019-11-24,2019-11-24,2019-11-24,Saudi Arabia:Riyadh,RECU218,urine,ILLUMINA,Illumina MiSeq,WGS,2019,11,24,,,False,Clade C1
3303,SAMN31592307,SRR22179293,2019-09-05,2019-09-04,2019-09-05,Saudi Arabia:Riyadh,PNUECU15,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,05,,,False,Clade C0
3304,SAMN31592306,SRR22179304,2019-06-13,2019-06-12,2019-06-13,Saudi Arabia:Riyadh,PNUECU14,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,13,,,False,Clade A
3305,SAMN31284813,SRR21904876,2021-12-13,2021-12-13,2021-12-13,France: Arcier watershed,Missing,water,ILLUMINA,Illumina NovaSeq 6000,WGS,2021,12,13,,,False,Clade B0
3306,SAMN31284746,SRR21904926,2021-12-13,2021-12-13,2021-12-13,France: Arcier watershed,Missing,water,ILLUMINA,Illumina NovaSeq 6000,WGS,2021,12,13,,,False,Clade C1
3307,SAMN31284855,SRR21904933,2021-12-26,2021-12-26,2021-12-26,France: Arcier watershed,Missing,water,ILLUMINA,Illumina NovaSeq 6000,WGS,2021,12,26,,,False,Clade B0
3308,SAMN31284851,SRR21904937,2022-02-21,2022-02-21,2022-02-21,France: Arcier watershed,Missing,water,ILLUMINA,Illumina NovaSeq 6000,WGS,2022,02,21,,,False,Clade C1
3309,SAMN31284825,SRR21904941,2021-05-17,2021-05-16,2021-05-17,France: Arcier watershed,Missing,water,ILLUMINA,Illumina NovaSeq 6000,WGS,2021,05,17,,,False,Clade C1
3310,SAMN31284774,SRR21904949,2021-11-29,2021-11-29,2021-11-29,France: Arcier watershed,Missing,water,ILLUMINA,Illumina NovaSeq 6000,WGS,2021,11,29,,,False,Clade C1
3311,SAMN31284845,SRR21904974,2022-01-24,2022-01-24,2022-01-24,France: Arcier watershed,Missing,water,ILLUMINA,Illumina NovaSeq 6000,WGS,2022,01,24,,,False,Clade C1
3312,SAMN31284842,SRR21904977,2021-10-18,2021-10-17,2021-10-18,France: Arcier watershed,Missing,water,ILLUMINA,Illumina NovaSeq 6000,WGS,2021,10,18,,,False,Clade A
3313,SAMN31284829,SRR21904991,2021-07-12,2021-07-11,2021-07-12,France: Arcier watershed,Missing,water,ILLUMINA,Illumina NovaSeq 6000,WGS,2021,07,12,,,False,Clade A
3314,SAMN31662505,SRR22231018,2022-03-01,2022-03-01,2022-03-01,Canada: Manitoba,ECOL-22-VL-ON-MB-0010,urine,ILLUMINA,Illumina MiSeq,WGS,2022,03,01,,,False,Clade A
3315,SAMN12731727,SRR10500277,2016-01-04,2016-01-04,2016-01-04,Canada: Manitoba,,urine,ILLUMINA,Illumina MiSeq,WGS,2016,01,04,,,False,Clade C1
3316,SAMN31350366,SRR21951497,2019-10-04,2019-10-03,2019-10-04,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,04,AZ,9.0,False,Clade C1
3317,SAMN31349852,SRR21951499,2019-07-29,2019-07-28,2019-07-29,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,07,29,AZ,9.0,False,Clade C1
3318,SAMN31350262,SRR21951517,2019-10-04,2019-10-03,2019-10-04,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,04,AZ,9.0,False,Unassigned
3319,SAMN31350257,SRR21951522,2019-09-26,2019-09-25,2019-09-26,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,26,AZ,9.0,False,Clade C1
3320,SAMN31350254,SRR21951526,2019-09-24,2019-09-23,2019-09-24,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,24,AZ,9.0,False,Clade C1
3321,SAMN31350244,SRR21951537,2019-09-24,2019-09-23,2019-09-24,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,24,AZ,9.0,False,Clade A
3322,SAMN31350144,SRR21951552,2019-09-17,2019-09-16,2019-09-17,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,17,AZ,9.0,False,Clade A
3323,SAMN31350135,SRR21951561,2019-09-25,2019-09-24,2019-09-25,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,25,AZ,9.0,False,Clade C1
3324,SAMN31350096,SRR21951572,2019-06-12,2019-06-11,2019-06-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,12,AZ,9.0,False,Clade C1
3325,SAMN31350091,SRR21951579,2019-06-12,2019-06-11,2019-06-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,12,AZ,9.0,False,Clade C1
3326,SAMN31350089,SRR21951581,2019-06-12,2019-06-11,2019-06-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,12,AZ,9.0,False,Clade C1
3327,SAMN31350084,SRR21951587,2019-06-12,2019-06-11,2019-06-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,12,AZ,9.0,False,Clade C1
3328,SAMN31350075,SRR21951596,2019-06-12,2019-06-11,2019-06-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,12,AZ,9.0,False,Clade C1
3329,SAMN31349979,SRR21951607,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3330,SAMN31349813,SRR21951612,2019-06-03,2019-06-02,2019-06-03,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,03,AZ,9.0,False,Clade B0
3331,SAMN31349974,SRR21951613,2019-10-16,2019-10-15,2019-10-16,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,16,AZ,9.0,False,Clade C1
3332,SAMN31349973,SRR21951614,2019-10-16,2019-10-15,2019-10-16,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,16,AZ,9.0,False,Clade C1
3333,SAMN31349971,SRR21951616,2019-10-16,2019-10-15,2019-10-16,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,16,AZ,9.0,False,Clade C1
3334,SAMN31349968,SRR21951619,2019-10-16,2019-10-15,2019-10-16,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,16,AZ,9.0,False,Clade A
3335,SAMN31349965,SRR21951622,2019-10-16,2019-10-15,2019-10-16,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,16,AZ,9.0,False,Clade C1
3336,SAMN31349964,SRR21951624,2019-10-16,2019-10-15,2019-10-16,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,16,AZ,9.0,False,Clade C1
3337,SAMN31349962,SRR21951626,2019-10-16,2019-10-15,2019-10-16,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,16,AZ,9.0,False,Clade C1
3338,SAMN31349961,SRR21951627,2019-10-16,2019-10-15,2019-10-16,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,16,AZ,9.0,False,Clade C1
3339,SAMN31349921,SRR21951639,2019-08-19,2019-08-18,2019-08-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,08,19,AZ,9.0,False,Clade C1
3340,SAMN31349911,SRR21951650,2019-08-12,2019-08-11,2019-08-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,08,12,AZ,9.0,False,Unassigned
3341,SAMN31349848,SRR21951671,2019-07-29,2019-07-28,2019-07-29,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,07,29,AZ,9.0,False,Clade C1
3342,SAMN31350320,SRR21951676,2019-06-16,2019-06-15,2019-06-16,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,16,AZ,9.0,False,Clade A
3343,SAMN31350318,SRR21951678,2019-06-11,2019-06-10,2019-06-11,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,11,AZ,9.0,False,Clade C1
3344,SAMN31350213,SRR21951699,2019-09-13,2019-09-12,2019-09-13,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,13,AZ,9.0,False,Clade C1
3345,SAMN31350211,SRR21951701,2019-09-09,2019-09-08,2019-09-09,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,09,AZ,9.0,False,Clade C1
3346,SAMN31350206,SRR21951706,2019-09-09,2019-09-08,2019-09-09,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,09,AZ,9.0,False,Clade C1
3347,SAMN31350202,SRR21951711,2019-09-02,2019-09-01,2019-09-02,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,02,AZ,9.0,False,Clade C1
3348,SAMN31349835,SRR21951719,2019-06-24,2019-06-23,2019-06-24,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,24,AZ,9.0,False,Clade C1
3349,SAMN31350067,SRR21951733,2019-06-12,2019-06-11,2019-06-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,12,AZ,9.0,False,Clade C1
3350,SAMN31349822,SRR21951736,2019-06-10,2019-06-09,2019-06-10,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,10,AZ,9.0,False,Clade C1
3351,SAMN31350053,SRR21951749,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3352,SAMN31349820,SRR21951758,2019-06-10,2019-06-09,2019-06-10,USA,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,10,,,False,Clade C1
3353,SAMN31350037,SRR21951766,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3354,SAMN31350027,SRR21951777,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3355,SAMN31350022,SRR21951783,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade A
3356,SAMN31350014,SRR21951792,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3357,SAMN31349953,SRR21951796,2019-10-07,2019-10-06,2019-10-07,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,07,AZ,9.0,False,Clade A
3358,SAMN31349952,SRR21951797,2019-10-07,2019-10-06,2019-10-07,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,07,AZ,9.0,False,Clade C1
3359,SAMN31349943,SRR21951807,2019-09-23,2019-09-22,2019-09-23,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,23,AZ,9.0,False,Clade C1
3360,SAMN31349939,SRR21951811,2019-09-16,2019-09-15,2019-09-16,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,16,AZ,9.0,False,Clade C1
3361,SAMN31349933,SRR21951818,2019-09-16,2019-09-15,2019-09-16,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,16,AZ,9.0,False,Clade C1
3362,SAMN31349930,SRR21951821,2019-09-09,2019-09-08,2019-09-09,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,09,AZ,9.0,False,Clade C1
3363,SAMN31349926,SRR21951825,2019-09-09,2019-09-08,2019-09-09,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,09,AZ,9.0,False,Clade C1
3364,SAMN31350341,SRR21951849,2019-08-12,2019-08-11,2019-08-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,08,12,AZ,9.0,False,Clade C1
3365,SAMN31350340,SRR21951850,2019-06-27,2019-06-26,2019-06-27,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,27,AZ,9.0,False,Clade C1
3366,SAMN31350336,SRR21951854,2019-06-20,2019-06-19,2019-06-20,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,20,AZ,9.0,False,Clade C1
3367,SAMN31350333,SRR21951858,2019-06-23,2019-06-22,2019-06-23,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,23,AZ,9.0,False,Clade C1
3368,SAMN31350240,SRR21951865,2019-09-25,2019-09-24,2019-09-25,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,25,AZ,9.0,False,Clade C1
3369,SAMN31350238,SRR21951867,2019-09-25,2019-09-24,2019-09-25,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,25,AZ,9.0,False,Clade C1
3370,SAMN31349893,SRR21951896,2019-09-09,2019-09-08,2019-09-09,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,09,AZ,9.0,False,Clade C1
3371,SAMN31349890,SRR21951899,2019-08-26,2019-08-25,2019-08-26,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,08,26,AZ,9.0,False,Clade C1
3372,SAMN31349804,SRR21951905,2019-05-20,2019-05-19,2019-05-20,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,05,20,AZ,9.0,False,Clade C1
3373,SAMN31349878,SRR21951912,2019-08-19,2019-08-18,2019-08-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,08,19,AZ,9.0,False,Clade C1
3374,SAMN31349875,SRR21951915,2019-08-12,2019-08-11,2019-08-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,08,12,AZ,9.0,False,Clade A
3375,SAMN31349870,SRR21951921,2019-08-05,2019-08-04,2019-08-05,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,08,05,AZ,9.0,False,Clade C1
3376,SAMN31350277,SRR21951949,2019-10-07,2019-10-06,2019-10-07,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,07,AZ,9.0,False,Clade C1
3377,SAMN31349834,SRR21951956,2019-06-24,2019-06-23,2019-06-24,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,24,AZ,9.0,False,Clade B0
3378,SAMN31350182,SRR21951959,2019-10-08,2019-10-07,2019-10-08,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,08,AZ,9.0,False,Clade A
3379,SAMN31350179,SRR21951962,2019-10-08,2019-10-07,2019-10-08,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,08,AZ,9.0,False,Clade C1
3380,SAMN31350176,SRR21951965,2019-10-09,2019-10-08,2019-10-09,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,09,AZ,9.0,False,Clade C1
3381,SAMN31350175,SRR21951966,2019-09-20,2019-09-19,2019-09-20,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,20,AZ,9.0,False,Clade A
3382,SAMN31350174,SRR21951968,2019-10-07,2019-10-06,2019-10-07,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,07,AZ,9.0,False,Clade C1
3383,SAMN31350165,SRR21951977,2019-09-13,2019-09-12,2019-09-13,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,13,AZ,9.0,False,Clade C1
3384,SAMN31350157,SRR21951986,2019-09-28,2019-09-27,2019-09-28,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,28,AZ,9.0,False,Clade C1
3385,SAMN31350156,SRR21951987,2019-10-05,2019-10-04,2019-10-05,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,10,05,AZ,9.0,False,Clade C1
3386,SAMN31350126,SRR21951988,2019-09-29,2019-09-28,2019-09-29,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,09,29,AZ,9.0,False,Clade C1
3387,SAMN31350099,SRR21952018,2019-06-12,2019-06-11,2019-06-12,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,12,AZ,9.0,False,Clade C1
3388,SAMN31350005,SRR21952026,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade A
3389,SAMN31349816,SRR21952027,2019-06-03,2019-06-02,2019-06-03,USA,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,03,,,False,Clade C1
3390,SAMN31350004,SRR21952028,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3391,SAMN31349815,SRR21952038,2019-06-03,2019-06-02,2019-06-03,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,06,03,AZ,9.0,False,Clade B0
3392,SAMN31349992,SRR21952042,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3393,SAMN31349990,SRR21952044,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3394,SAMN31349989,SRR21952045,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Unassigned
3395,SAMN31349988,SRR21952046,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade A
3396,SAMN31349986,SRR21952048,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3397,SAMN31349985,SRR21952049,2019-04-19,2019-04-18,2019-04-19,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,04,19,AZ,9.0,False,Clade C1
3398,SAMN31349862,SRR21952058,2019-08-05,2019-08-04,2019-08-05,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,08,05,AZ,9.0,False,Clade C1
3399,SAMN31349857,SRR21952063,2019-07-29,2019-07-28,2019-07-29,USA: California,Extraintestinal pathogenic Escherichia coli,urine,ILLUMINA,Illumina MiSeq,WGS,2019,07,29,AZ,9.0,False,Clade A
3400,SAMN13339200,SRR10501690,2019-10,2019-09-30,2019-10-31,USA:IA,19IA10PC10-EC,pork chop,ILLUMINA,Illumina MiSeq,WGS,2019,10,,IA,7.0,False,Clade B
3401,SAMN12731731,SRR10505780,2016-03-04,2016-03-04,2016-03-04,Canada: Manitoba,,blood,ILLUMINA,Illumina MiSeq,WGS,2016,03,04,,,False,Clade C1
3402,SAMN12731739,SRR10506358,2016-01-19,2016-01-19,2016-01-19,Canada: Nova Scotia,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2016,01,19,,,False,Clade C1
3403,SAMN12731750,SRR10506884,2016-01-28,2016-01-28,2016-01-28,Canada: Quebec,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2016,01,28,,,False,Clade C1
3404,SAMN12731746,SRR10506889,2016-01-04,2016-01-04,2016-01-04,Canada: New Brunswick,,urine,ILLUMINA,Illumina MiSeq,WGS,2016,01,04,,,False,Clade C1
3405,SAMN31684374,SRR22256978,2022-08,2022-07-31,2022-08-31,USA:GA,22GA08GT07-EC,ground turkey,ILLUMINA,Illumina MiSeq,WGS,2022,08,,GA,4.0,False,Clade B
3406,SAMN12731755,SRR10512967,2016-01-23,2016-01-23,2016-01-23,Canada: Quebec,,urine,ILLUMINA,Illumina MiSeq,WGS,2016,01,23,,,False,Clade C1
3407,SAMN13378974,SRR10519445,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,842014,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False,Clade C0
3408,SAMN12731764,SRR10525631,2016-04-26,2016-04-25,2016-04-26,Canada: Ontario,,wound,ILLUMINA,Illumina MiSeq,WGS,2016,04,26,,,False,Clade C1
3409,SAMN12731773,SRR10532831,2016-01-02,2016-01-02,2016-01-02,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2016,01,02,,,False,Clade C1
3410,SAMN12731774,SRR10532836,2016-02-01,2016-02-01,2016-02-01,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2016,02,01,,,False,Clade C1
3411,SAMN12731770,SRR10532839,2016-07-10,2016-07-09,2016-07-10,Canada: Quebec,,urine,ILLUMINA,Illumina MiSeq,WGS,2016,07,10,,,False,Clade C1
3412,SAMN31399367,SRR21999105,2022-09,2022-08-31,2022-09-30,missing,22CT09GT02-EC,turkey,ILLUMINA,Illumina MiSeq,WGS,2022,09,,,,False,Clade B
3413,SAMN13429291,SRR10559565,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,844882,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False,Clade C1
3414,SAMN32414684,SRR22895615,2010-06-09,2010-06-08,2010-06-09,Germany,Coli,feces,ILLUMINA,NextSeq 2000,WGS,2010,06,09,,,False,Clade B
3415,SAMN31592313,SRR22179269,2019-08-24,2019-08-23,2019-08-24,Saudi Arabia:Riyadh,PNUECU27,urine,ILLUMINA,Illumina MiSeq,WGS,2019,08,24,,,False,Clade A
3416,SAMN31592350,SRR22179275,2020-03-20,2020-03-20,2020-03-20,Saudi Arabia:Riyadh,RECU232,urine,ILLUMINA,Illumina MiSeq,WGS,2020,03,20,,,False,Clade A
3417,SAMN31592340,SRR22179286,2019-11-23,2019-11-23,2019-11-23,Saudi Arabia:Riyadh,RECU219,urine,ILLUMINA,Illumina MiSeq,WGS,2019,11,23,,,False,Clade C1
3418,SAMN31592327,SRR22179300,2019-08-23,2019-08-22,2019-08-23,Saudi Arabia:Riyadh,RECU184,urine,ILLUMINA,Illumina MiSeq,WGS,2019,08,23,,,False,Clade C1
3419,SAMN31592326,SRR22179301,2019-08-03,2019-08-02,2019-08-03,Saudi Arabia:Riyadh,RECU175,urine,ILLUMINA,Illumina MiSeq,WGS,2019,08,03,,,False,Clade C1
